,Minute_of_day,reference,November,Active_Occupancy,Total_lighting,CHEST_FREEZER,FRIDGE_FREEZER,FRIDGE,UPRIGHT_FREEZER,ANSWER_MACHINE,CD_PLAYER,CLOCK,PHONE,HIFI,IRON,VACUUM,FAX,PC,PRINTER,TV1,TV2,TV3,VCR_DVD,RECEIVER,HOB,OVEN,MICROWAVE,KETTLE,SMALL_COOKING
412,413,06:52:00,0,2,153.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
413,414,06:53:00,0,2,153.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
414,415,06:54:00,0,2,153.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
415,416,06:55:00,0,2,153.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
416,417,06:56:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
417,418,06:57:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
418,419,06:58:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
419,420,06:59:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
420,421,07:00:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
421,422,07:01:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
422,423,07:02:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
423,424,07:03:00,0,2,213.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
424,425,07:04:00,0,2,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
425,426,07:05:00,0,2,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
426,427,07:06:00,0,2,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
427,428,07:07:00,0,2,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
428,429,07:08:00,0,2,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
429,430,07:09:00,0,2,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
430,431,07:10:00,0,3,304.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
431,432,07:11:00,0,3,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
432,433,07:12:00,0,3,224.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
433,434,07:13:00,0,3,224.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
434,435,07:14:00,0,3,204.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
435,436,07:15:00,0,3,216.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
436,437,07:16:00,0,3,316.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
437,438,07:17:00,0,3,316.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
438,439,07:18:00,0,3,316.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2353.349381825058,2
439,440,07:19:00,0,3,316.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2353.349381825058,2
440,441,07:20:00,0,3,316.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2353.349381825058,2
441,442,07:21:00,0,3,316.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
442,443,07:22:00,0,3,316.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
443,444,07:23:00,0,3,336.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
444,445,07:24:00,0,3,436.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
445,446,07:25:00,0,3,436.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
446,447,07:26:00,0,3,436.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
447,448,07:27:00,0,3,436.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
448,449,07:28:00,0,3,436.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
449,450,07:29:00,0,3,436.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
450,451,07:30:00,0,3,336.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
451,452,07:31:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
452,453,07:32:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
453,454,07:33:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
454,455,07:34:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
455,456,07:35:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
456,457,07:36:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
457,458,07:37:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
458,459,07:38:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
459,460,07:39:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
460,461,07:40:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
461,462,07:41:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
462,463,07:42:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
463,464,07:43:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
464,465,07:44:00,0,3,236.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
465,466,07:45:00,0,3,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
466,467,07:46:00,0,3,287.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
467,468,07:47:00,0,3,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
468,469,07:48:00,0,3,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
469,470,07:49:00,0,3,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
470,471,07:50:00,0,1,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
471,472,07:51:00,0,1,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
472,473,07:52:00,0,1,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
473,474,07:53:00,0,1,227.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
474,475,07:54:00,0,1,227.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
475,476,07:55:00,0,1,227.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
476,477,07:56:00,0,1,227.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
477,478,07:57:00,0,1,227.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
478,479,07:58:00,0,1,227.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
479,480,07:59:00,0,1,127.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
480,481,08:00:00,0,1,127.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2353.349381825058,2
481,482,08:01:00,0,1,136.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2353.349381825058,2
482,483,08:02:00,0,1,92.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,2353.349381825058,2
483,484,08:03:00,0,1,92.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
484,485,08:04:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
485,486,08:05:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
486,487,08:06:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
487,488,08:07:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
488,489,08:08:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
489,490,08:09:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
490,491,08:10:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
491,492,08:11:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
492,493,08:12:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
493,494,08:13:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
494,495,08:14:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
495,496,08:15:00,0,1,132.0,0.0,198.85881812308486,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
496,497,08:16:00,0,1,132.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
497,498,08:17:00,0,1,132.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
498,499,08:18:00,0,1,132.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
499,500,08:19:00,0,1,132.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
500,501,08:20:00,0,1,132.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
501,502,08:21:00,0,1,132.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
502,503,08:22:00,0,1,132.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
503,504,08:23:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
504,505,08:24:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
505,506,08:25:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
506,507,08:26:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
507,508,08:27:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
508,509,08:28:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
509,510,08:29:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
510,511,08:30:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
511,512,08:31:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
512,513,08:32:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
513,514,08:33:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
514,515,08:34:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
515,516,08:35:00,0,1,232.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
516,517,08:36:00,0,1,292.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
517,518,08:37:00,0,1,292.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
518,519,08:38:00,0,1,292.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
519,520,08:39:00,0,1,292.0,0.0,0.0,0.0,0.0,1,15.219200178932876,2,1,9.0,0,0,0.0,153.38055283857437,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
520,521,08:40:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
521,522,08:41:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
522,523,08:42:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
523,524,08:43:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
524,525,08:44:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
525,526,08:45:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
526,527,08:46:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
527,528,08:47:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
528,529,08:48:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
529,530,08:49:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
530,531,08:50:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
531,532,08:51:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
532,533,08:52:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
533,534,08:53:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
534,535,08:54:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
535,536,08:55:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
536,537,08:56:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
537,538,08:57:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
538,539,08:58:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
539,540,08:59:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
540,541,09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
541,542,09:01:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
542,543,09:02:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
543,544,09:03:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
544,545,09:04:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
545,546,09:05:00,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,1,9.0,0,0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2
