senario,Number_of_EVs,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
270,30,24,7,34,truck,70,19.837358505111794,16,19,0
270,30,25,7,35,sedan,24,24.239236730984036,10,8,0
270,30,26,10,32,small,16,42.055997479860956,16,8,0
270,30,27,7,33,sedan,24,45.44826366703417,19,19,0
270,30,28,8,34,small,16,42.009770784844264,16,8,0
270,30,29,9,32,small,16,48.057400699412824,16,8,0
270,30,30,9,35,small,16,59.11088611146202,16,8,0
271,30,1,8,33,small,16,35.75069223673589,14,8,0
271,30,2,9,34,suv,54,29.342634254613273,17,19,0
271,30,3,9,33,truck,70,61.513678633175985,50,19,0
271,30,4,11,33,sedan,24,37.762935248101556,16,19,0
271,30,5,8,32,small,16,56.112488750492105,16,8,0
271,30,6,7,35,sedan,24,25.454671491559743,11,8,0
271,30,7,9,33,sedan,24,65.36999563191779,24,19,0
271,30,8,9,34,suv,54,58.634104032070056,34,19,0
271,30,9,11,34,truck,70,10.479064806503771,9,19,0
271,30,10,6,33,small,16,47.74581017392606,16,8,0
271,30,11,9,32,truck,70,55.80517272087848,46,19,0
271,30,12,7,32,suv,54,32.17280662841034,18,19,0
271,30,13,8,35,suv,54,28.077740181942755,16,19,0
271,30,14,4,33,small,16,38.843318400822746,15,8,0
271,30,15,7,32,truck,70,48.86846132293885,40,8,0
271,30,16,8,32,small,16,42.505594056652804,16,8,0
271,30,17,12,34,suv,54,39.01327081447731,22,19,0
271,30,18,11,32,small,16,36.534324590306234,14,8,0
271,30,19,9,34,suv,54,38.76877266281393,22,8,0
271,30,20,9,32,suv,54,42.597600363720495,24,19,0
271,30,21,12,33,small,16,41.444939259086794,16,8,0
271,30,22,9,32,small,16,49.75702751953776,16,8,0
271,30,23,10,33,suv,54,29.2456304099049,17,19,0
271,30,24,14,32,sedan,24,53.74138975613789,23,19,0
271,30,25,10,32,suv,54,47.51865827563138,27,19,0
271,30,26,10,35,truck,70,32.270904324414076,26,19,0
271,30,27,7,33,truck,70,32.00748157693025,26,19,0
271,30,28,11,33,sedan,24,31.34884330862627,13,19,0
271,30,29,11,32,small,16,17.575514372471613,7,8,0
271,30,30,8,33,truck,70,54.8030145879647,45,19,0
272,30,1,10,32,suv,54,33.56316432651764,19,19,0
272,30,2,8,35,sedan,24,54.91382911618113,24,19,0
272,30,3,10,32,truck,70,63.60775653794186,52,19,0
272,30,4,7,32,truck,70,21.87848705008222,18,8,0
272,30,5,5,32,small,16,48.0602432376272,16,8,0
272,30,6,5,33,small,16,19.24100628498527,7,19,0
272,30,7,9,34,sedan,24,40.58365220253862,17,8,0
272,30,8,10,34,truck,70,32.48447295189476,27,19,0
272,30,9,13,32,suv,54,53.72594829810659,31,8,0
272,30,10,9,32,truck,70,62.954813946441206,51,19,0
272,30,11,10,32,suv,54,31.754341056920047,18,19,0
272,30,12,8,33,truck,70,63.80965603033221,52,19,0
272,30,13,5,33,small,16,27.127952243536917,10,8,0
272,30,14,7,34,sedan,24,42.820113724087,18,19,0
272,30,15,8,32,suv,54,46.766186738414916,27,19,0
272,30,16,6,32,truck,70,45.531652309911436,37,19,0
272,30,17,9,33,suv,54,41.35331803500207,24,8,0
272,30,18,6,32,suv,54,29.588244680944896,17,19,0
272,30,19,13,35,small,16,34.42881680240303,13,8,0
272,30,20,4,33,suv,54,43.094218794425316,25,19,0
272,30,21,7,32,truck,70,45.49546503220804,37,19,0
272,30,22,7,32,truck,70,42.76321880135104,35,19,0
272,30,23,7,32,sedan,24,17.376871557535864,7,19,0
272,30,24,4,35,small,16,57.410526044343015,16,8,0
272,30,25,6,36,suv,54,24.4993687304517,14,19,0
272,30,26,8,34,small,16,38.28308623076946,15,8,0
272,30,27,9,34,small,16,40.03674854657982,15,8,0
272,30,28,7,32,sedan,24,45.1978111806905,19,8,0
272,30,29,15,37,truck,70,43.357838137208304,35,19,0
272,30,30,15,34,truck,70,44.35454996539479,36,19,0
273,30,1,9,32,truck,70,31.40354526585064,26,19,0
273,30,2,8,33,suv,54,47.91358558083887,28,19,0
273,30,3,9,33,sedan,24,46.16707786415009,20,8,0
273,30,4,5,34,suv,54,55.81273581537836,32,19,0
273,30,5,7,33,small,16,38.996441885937216,15,8,0
273,30,6,14,33,small,16,56.77018587584142,16,8,0
273,30,7,11,33,sedan,24,33.50481709324341,14,19,0
273,30,8,10,32,sedan,24,44.86215544848948,19,19,0
273,30,9,9,34,sedan,24,15.345294566811049,7,19,0
273,30,10,10,34,small,16,57.80253542844022,16,8,0
273,30,11,9,32,sedan,24,36.904371063190965,16,19,0
273,30,12,12,32,truck,70,43.84486129212316,36,19,0
273,30,13,11,33,sedan,24,43.9280101648047,19,19,0
273,30,14,7,32,suv,54,37.93804422373097,22,8,0
273,30,15,13,34,small,16,59.21070154787277,16,8,0
273,30,16,7,33,truck,70,43.36803698873505,35,19,0
273,30,17,11,33,sedan,24,53.91598547977476,23,19,0
273,30,18,11,32,suv,54,42.48247566385602,24,8,0
273,30,19,8,33,suv,54,38.68988765629012,22,19,0
273,30,20,11,33,truck,70,44.49740450812462,36,19,0
273,30,21,8,34,sedan,24,54.66711891921957,23,19,0
273,30,22,6,33,truck,70,19.29460113840311,16,19,0
273,30,23,13,32,truck,70,59.03449040493457,48,19,0
273,30,24,12,33,sedan,24,44.888797594503544,19,19,0
273,30,25,11,36,truck,70,30.014277509966746,25,19,0
273,30,26,11,32,small,16,50.69232960834222,16,8,0
273,30,27,9,32,truck,70,22.494981447806275,18,19,0
273,30,28,6,33,sedan,24,23.409830647963425,10,8,0
273,30,29,7,33,suv,54,53.57787937984637,31,19,0
273,30,30,9,32,small,16,48.82917915838645,16,8,0
274,30,1,8,35,sedan,24,29.562626886997908,13,19,0
274,30,2,10,32,sedan,24,25.960072718228137,11,19,0
274,30,3,10,33,sedan,24,46.57974159026597,20,19,0
274,30,4,12,33,truck,70,51.09647792278908,42,19,0
274,30,5,7,32,suv,54,30.868056852704328,18,19,0
274,30,6,6,32,suv,54,40.96701151136104,24,19,0
274,30,7,7,32,truck,70,22.443384219859695,18,19,0
274,30,8,9,35,small,16,45.466465010384724,16,8,0
274,30,9,9,33,small,16,31.39059051502285,12,8,0
274,30,10,5,33,small,16,33.171603398657986,13,8,0
274,30,11,7,32,small,16,55.773418892540036,16,8,0
274,30,12,10,33,truck,70,32.032138354996796,26,19,0
274,30,13,6,33,truck,70,18.60201563132745,15,19,0
274,30,14,5,33,sedan,24,33.790141610655866,14,19,0
274,30,15,9,33,sedan,24,23.939674899960075,10,19,0
274,30,16,11,33,small,16,47.79941092921305,16,8,0
274,30,17,11,33,truck,70,35.34277739972836,29,19,0
274,30,18,3,32,small,16,62.945236094560784,16,19,0
274,30,19,9,32,small,16,66.09485837199395,16,8,0
274,30,20,9,34,suv,54,27.443201842456983,16,19,0
274,30,21,10,32,truck,70,36.932841144199195,30,19,0
274,30,22,10,34,truck,70,44.73752264608835,37,19,0
274,30,23,6,32,suv,54,31.351032604499224,18,19,0
274,30,24,7,32,suv,54,28.290014471803573,16,19,0
274,30,25,7,36,small,16,52.151358217721224,16,8,0
274,30,26,6,32,sedan,24,57.60358560371181,24,19,0
274,30,27,7,35,sedan,24,58.21713903937563,24,19,0
274,30,28,10,32,sedan,24,25.0210437247663,11,19,0
274,30,29,7,34,small,16,48.3733287270295,16,8,0
274,30,30,6,32,sedan,24,30.52696424256052,13,19,0
275,30,1,11,33,suv,54,27.318861525421763,16,19,0
275,30,2,5,32,truck,70,38.61586331120089,32,19,0
275,30,3,5,35,suv,54,61.84663148827245,35,19,0
275,30,4,9,32,sedan,24,53.02567951805932,23,19,0
275,30,5,9,32,suv,54,26.61402898036811,15,19,0
275,30,6,7,35,suv,54,41.06067516213647,24,19,0
275,30,7,7,35,suv,54,41.74873246775618,24,19,0
275,30,8,5,33,truck,70,10.340203727845868,8,19,0
275,30,9,9,33,small,16,6.525598419123064,2,8,0
275,30,10,7,33,sedan,24,35.94133701269525,15,19,0
275,30,11,4,32,suv,54,64.97008891081154,37,19,0
275,30,12,9,33,suv,54,61.758480384700334,35,19,0
275,30,13,7,32,sedan,24,9.564007832490098,4,8,0
275,30,14,9,32,small,16,50.97776784398168,16,8,0
275,30,15,7,34,suv,54,35.1209285448777,20,19,0
275,30,16,5,32,small,16,66.84853826327391,16,8,0
275,30,17,10,33,small,16,46.84025702678589,16,8,0
275,30,18,9,32,small,16,36.92876638994777,14,8,0
275,30,19,8,34,small,16,16.038825318916025,6,8,0
275,30,20,11,32,truck,70,17.874260228519013,15,19,0
275,30,21,11,34,suv,54,34.75631870041735,20,19,0
275,30,22,10,36,sedan,24,30.285815872308305,13,19,0
275,30,23,9,33,sedan,24,35.63611778762717,15,19,0
275,30,24,12,33,suv,54,32.81946034847545,19,19,0
275,30,25,4,32,sedan,24,43.399958972997524,19,19,0
275,30,26,8,32,suv,54,37.6294262674884,22,19,0
275,30,27,8,35,small,16,44.588597978044234,16,8,0
275,30,28,9,33,suv,54,36.60806006234632,21,19,0
275,30,29,14,33,suv,54,27.543951127233385,16,19,0
275,30,30,10,33,truck,70,44.64655101563081,37,19,0
276,30,1,8,33,truck,70,47.93923396685435,39,19,0
276,30,2,6,32,small,16,38.83920159096162,15,4,0
276,30,3,11,34,small,16,51.427277638341316,16,4,0
276,30,4,8,32,truck,70,45.51478048604168,37,19,0
276,30,5,8,32,sedan,24,44.528702512708726,19,19,0
276,30,6,7,33,sedan,24,43.35510828164996,19,19,0
276,30,7,9,34,small,16,31.43695898467726,12,8,0
276,30,8,8,32,sedan,24,28.73948463890261,12,8,0
276,30,9,5,33,small,16,37.79264813751391,14,8,0
276,30,10,8,32,sedan,24,43.828846392972636,19,19,0
276,30,11,11,35,truck,70,45.534763310162106,37,19,0
276,30,12,14,33,small,16,40.619993933655515,15,8,0
276,30,13,11,33,suv,54,16.553681091393393,10,8,0
276,30,14,8,32,sedan,24,34.53260043879173,15,19,0
276,30,15,6,32,truck,70,64.30493694517021,53,19,0
276,30,16,10,34,small,16,26.397442809944913,10,8,0
276,30,17,9,33,sedan,24,46.39192420745846,20,19,0
276,30,18,12,33,truck,70,58.69830984453924,48,19,0
276,30,19,7,32,small,16,36.55854339139664,14,8,0
276,30,20,9,32,sedan,24,49.375866248773946,21,4,0
276,30,21,4,34,sedan,24,25.900836255240833,11,19,0
276,30,22,8,33,suv,54,20.926955860677612,12,8,0
276,30,23,5,33,suv,54,41.41611067176469,24,19,0
276,30,24,11,33,truck,70,74.20626251651504,61,19,0
276,30,25,10,38,small,16,52.82592411598945,16,8,0
276,30,26,6,32,sedan,24,32.392276474384204,14,19,0
276,30,27,11,32,suv,54,41.2743094442676,24,19,0
276,30,28,10,32,suv,54,63.106689065821655,36,19,0
276,30,29,1,34,truck,70,41.77502329850854,34,19,0
276,30,30,7,34,suv,54,33.21537704872567,19,19,0
277,30,1,7,36,truck,70,37.35793041086301,31,19,0
277,30,2,7,32,small,16,33.77351806713325,13,8,0
277,30,3,6,32,sedan,24,70.5846763619344,24,19,0
277,30,4,7,33,sedan,24,18.902728043520177,8,19,0
277,30,5,8,36,sedan,24,58.699318953917675,24,8,0
277,30,6,8,33,suv,54,13.412411502271986,8,19,0
277,30,7,12,32,small,16,50.76642887020957,16,8,0
277,30,8,7,34,truck,70,37.59806850345426,31,19,0
277,30,9,5,33,small,16,45.35062487056686,16,8,0
277,30,10,4,33,truck,70,52.33380385968249,43,19,0
277,30,11,13,33,small,16,52.055008320793426,16,8,0
277,30,12,8,32,sedan,24,15.061056135791492,6,19,0
277,30,13,7,32,sedan,24,44.910882566648226,19,19,0
277,30,14,6,34,small,16,41.45525549318176,16,8,0
277,30,15,12,33,sedan,24,62.907976636104024,24,19,0
277,30,16,9,33,truck,70,43.70074586946302,36,19,0
277,30,17,3,32,suv,54,39.0323565791267,22,19,0
277,30,18,8,32,truck,70,37.685940711367905,31,19,0
277,30,19,9,33,small,16,41.21550612498009,16,8,0
277,30,20,8,34,sedan,24,32.64844180786232,14,19,0
277,30,21,10,33,sedan,24,43.372050240714145,19,19,0
277,30,22,10,34,sedan,24,54.22677460415241,23,19,0
277,30,23,7,33,truck,70,27.927058082211524,23,19,0
277,30,24,9,34,sedan,24,39.8753280151635,17,19,0
277,30,25,12,33,suv,54,41.141793035819504,24,19,0
277,30,26,9,33,truck,70,26.616451773312264,22,19,0
277,30,27,10,32,suv,54,50.73020852211537,29,19,0
277,30,28,9,32,suv,54,24.214238342091683,14,19,0
277,30,29,9,38,suv,54,51.97377734268962,30,19,0
277,30,30,7,34,sedan,24,70.94006247174867,24,19,0
278,30,1,9,32,small,16,35.40927297507709,13,4,0
278,30,2,8,32,small,16,31.358151209535954,12,8,0
278,30,3,10,36,small,16,57.617297260589574,16,8,0
278,30,4,11,33,small,16,38.460925608022606,15,8,0
278,30,5,7,32,small,16,46.785561693563,16,4,0
278,30,6,7,33,suv,54,35.341624584990775,20,8,0
278,30,7,8,32,suv,54,33.83527678134111,19,19,0
278,30,8,9,33,suv,54,32.80206926040187,19,19,0
278,30,9,10,34,suv,54,62.75156545136012,36,19,0
278,30,10,10,32,sedan,24,46.70640785434651,20,19,0
278,30,11,10,32,sedan,24,24.931962146926445,11,4,0
278,30,12,11,33,sedan,24,41.115444353417885,18,19,0
278,30,13,8,33,truck,70,33.65584526549358,28,19,0
278,30,14,9,32,truck,70,23.33118471677413,19,19,0
278,30,15,6,32,suv,54,42.797647930974975,25,19,0
278,30,16,11,33,truck,70,32.704445023566606,27,19,0
278,30,17,8,33,small,16,33.9556100372052,13,8,0
278,30,18,8,33,sedan,24,46.24988377022636,20,19,0
278,30,19,9,33,truck,70,38.52368203105028,32,19,0
278,30,20,6,33,small,16,29.445889586246942,11,8,0
278,30,21,11,34,truck,70,37.530071316307115,31,19,0
278,30,22,7,33,suv,54,50.89997489774839,29,19,0
278,30,23,10,33,small,16,25.999772895183128,10,4,0
278,30,24,9,32,small,16,37.9091756408174,14,8,0
278,30,25,13,32,suv,54,24.78926337439924,14,19,0
278,30,26,9,32,suv,54,24.76723044908524,14,19,0
278,30,27,10,32,truck,70,75.16959232890679,61,19,0
278,30,28,7,34,suv,54,33.96505308835694,19,19,0
278,30,29,9,33,small,16,23.229951502009033,9,8,0
278,30,30,8,32,truck,70,28.406041336361877,23,19,0
279,30,1,7,32,suv,54,44.217015430419686,25,19,0
279,30,2,5,32,suv,54,11.79040386288078,7,19,0
279,30,3,7,32,suv,54,55.27167720658193,32,19,0
279,30,4,9,33,truck,70,36.75301725161609,30,19,0
279,30,5,8,33,suv,54,54.72487046740587,31,19,0
279,30,6,7,33,sedan,24,46.67132607277226,20,8,0
279,30,7,13,32,truck,70,27.546652179134263,23,19,0
279,30,8,7,32,small,16,58.99983527338851,16,8,0
279,30,9,12,34,truck,70,74.0838393836548,61,19,0
279,30,10,7,33,small,16,27.28327147535281,10,4,0
279,30,11,9,32,small,16,29.765228056464068,11,8,0
279,30,12,6,33,small,16,46.84623308795391,16,8,0
279,30,13,9,33,small,16,25.049981660731387,9,4,0
279,30,14,9,33,suv,54,46.26593781553864,27,19,0
279,30,15,10,32,suv,54,45.35362880066693,26,19,0
279,30,16,7,34,sedan,24,49.91301824377426,21,19,0
279,30,17,10,34,small,16,38.59825946066785,15,8,0
279,30,18,4,33,sedan,24,25.116143559019463,11,19,0
279,30,19,11,34,suv,54,50.81908569300893,29,19,0
279,30,20,6,33,suv,54,39.49625849621284,23,19,0
279,30,21,8,32,small,16,17.893547745734136,7,4,0
279,30,22,11,33,small,16,24.65741866276473,9,4,0
279,30,23,9,32,suv,54,40.45162953199668,23,19,0
279,30,24,6,32,small,16,7.937705811957969,3,8,0
279,30,25,6,32,small,16,30.09367593006652,11,8,0
279,30,26,13,32,truck,70,30.463027636829693,25,19,0
279,30,27,12,33,suv,54,30.17855428046916,17,19,0
279,30,28,6,33,sedan,24,39.270877188921574,17,19,0
279,30,29,8,32,sedan,24,31.468661406486852,13,19,0
279,30,30,8,33,small,16,57.03691792631486,16,8,0
280,30,1,9,33,suv,54,25.429950167535587,15,19,0
280,30,2,7,34,sedan,24,54.11384025919229,23,19,0
280,30,3,7,35,small,16,55.282075370232484,16,4,0
280,30,4,5,35,truck,70,38.813891829300346,32,19,0
280,30,5,6,33,suv,54,31.540916700703274,18,19,0
280,30,6,5,32,small,16,43.91265135771015,16,8,0
280,30,7,4,32,small,16,49.0805167491106,16,8,0
280,30,8,4,34,small,16,34.11757143413486,13,4,0
280,30,9,9,32,sedan,24,35.276721592349055,15,19,0
280,30,10,12,34,small,16,47.25330214583143,16,8,0
280,30,11,7,34,sedan,24,38.600840071905154,17,19,0
280,30,12,11,34,truck,70,46.57334739306605,38,19,0
280,30,13,13,32,truck,70,60.06060446787657,49,19,0
280,30,14,9,34,suv,54,17.34043054097899,10,19,0
280,30,15,11,33,truck,70,32.28871748941067,26,19,0
280,30,16,9,32,sedan,24,9.674888856232911,4,19,0
280,30,17,12,35,truck,70,21.979091070340754,18,19,0
280,30,18,7,32,truck,70,32.78571133456633,27,19,0
280,30,19,10,34,small,16,46.46515739467965,16,8,0
280,30,20,4,34,sedan,24,45.791866007335976,20,19,0
280,30,21,4,32,sedan,24,55.98949451692466,24,19,0
280,30,22,9,32,small,16,32.536639009031035,12,8,0
280,30,23,11,32,suv,54,59.51059272827336,34,19,0
280,30,24,8,33,truck,70,51.431355598109604,42,19,0
280,30,25,6,32,suv,54,45.18264955537245,26,19,0
280,30,26,12,33,small,16,70.519447979725,16,8,0
280,30,27,8,33,suv,54,28.069611587141438,16,19,0
280,30,28,9,33,sedan,24,40.04665787661384,17,19,0
280,30,29,8,33,small,16,57.66885136042589,16,4,0
280,30,30,13,33,suv,54,60.227585435031116,35,19,0
281,30,1,10,33,truck,70,49.15827316455866,40,8,0
281,30,2,13,33,truck,70,56.42758092478873,46,19,0
281,30,3,9,32,sedan,24,30.243092609946885,13,19,0
281,30,4,10,33,sedan,24,39.771177828471934,17,19,0
281,30,5,6,32,small,16,39.00337498834749,15,8,0
281,30,6,9,33,truck,70,40.953572096241814,34,19,0
281,30,7,9,32,sedan,24,29.18120182239234,13,8,0
281,30,8,9,33,truck,70,35.49921086477645,29,8,0
281,30,9,8,33,sedan,24,41.95084964901385,18,19,0
281,30,10,11,33,truck,70,21.53831869028332,18,19,0
281,30,11,11,32,truck,70,42.46630618104545,35,19,0
281,30,12,6,36,small,16,41.262532603580475,16,8,0
281,30,13,10,34,truck,70,35.77563891285098,29,19,0
281,30,14,10,34,sedan,24,53.60190279029601,23,19,0
281,30,15,11,32,truck,70,49.59939606804725,41,19,0
281,30,16,11,32,suv,54,45.54280248946366,26,19,0
281,30,17,5,33,suv,54,22.6139054088476,13,19,0
281,30,18,7,32,truck,70,50.26570986699195,41,19,0
281,30,19,6,32,suv,54,38.67842905750232,22,19,0
281,30,20,9,37,small,16,45.661198843575235,16,8,0
281,30,21,5,32,sedan,24,45.98216604194262,20,8,0
281,30,22,6,33,truck,70,53.972584062292526,44,19,0
281,30,23,9,33,sedan,24,52.83675436403989,23,8,0
281,30,24,9,33,suv,54,21.566069715487096,12,8,0
281,30,25,11,32,suv,54,32.02629733335904,18,19,0
281,30,26,6,33,small,16,27.04940159864781,10,8,0
281,30,27,7,35,small,16,46.105422978267995,16,8,0
281,30,28,5,34,sedan,24,57.71350171510571,24,19,0
281,30,29,8,33,sedan,24,37.73351518073635,16,8,0
281,30,30,8,32,suv,54,32.57078077520948,19,19,0
282,30,1,10,32,truck,70,49.04336913939008,40,19,0
282,30,2,5,32,small,16,32.26227353296005,12,19,0
282,30,3,8,32,truck,70,60.17088109361332,49,19,0
282,30,4,7,32,small,16,41.930496225670346,16,8,0
282,30,5,7,32,small,16,40.766416356781676,15,8,0
282,30,6,9,33,small,16,68.39466537460342,16,8,0
282,30,7,8,33,small,16,36.57459607984141,14,4,0
282,30,8,9,33,sedan,24,19.08638022804677,8,19,0
282,30,9,7,34,small,16,35.203729228030376,13,8,0
282,30,10,8,32,sedan,24,14.194773880589231,6,4,0
282,30,11,10,36,truck,70,39.252926803365256,32,19,0
282,30,12,7,34,sedan,24,52.40012046920918,22,19,0
282,30,13,9,32,small,16,36.43688483676311,14,8,0
282,30,14,9,34,suv,54,20.42791361772479,12,19,0
282,30,15,6,33,small,16,40.831778078505835,15,8,0
282,30,16,13,34,sedan,24,19.17167187582803,8,19,0
282,30,17,7,32,sedan,24,55.50165370987174,24,19,0
282,30,18,5,33,small,16,28.539980696763273,11,4,0
282,30,19,11,32,truck,70,43.27949437631201,35,19,0
282,30,20,11,32,small,16,13.61502020842953,5,4,0
282,30,21,10,36,truck,70,53.34231119694852,44,19,0
282,30,22,10,32,suv,54,36.59838533987928,21,19,0
282,30,23,8,33,suv,54,34.16787875224636,20,19,0
282,30,24,9,35,suv,54,58.05256154123565,33,19,0
282,30,25,12,33,small,16,45.01078966205979,16,8,0
282,30,26,6,32,suv,54,51.854186993950904,30,19,0
282,30,27,12,33,small,16,33.518909725262986,13,4,0
282,30,28,10,33,truck,70,56.76978513815773,46,19,0
282,30,29,11,33,suv,54,42.329240205062945,24,19,0
282,30,30,8,32,sedan,24,41.235257561522594,18,19,0
283,30,1,9,33,sedan,24,16.2117704061168,7,19,0
283,30,2,7,33,truck,70,11.232989935634055,9,19,0
283,30,3,12,33,truck,70,72.0232031258742,59,19,0
283,30,4,13,34,suv,54,19.249745400666328,11,8,0
283,30,5,7,35,truck,70,50.27790591265782,41,19,0
283,30,6,8,32,sedan,24,24.759176415515164,11,8,0
283,30,7,8,33,small,16,22.061970758187393,8,8,0
283,30,8,7,32,truck,70,12.562826854621125,10,8,0
283,30,9,9,32,sedan,24,44.92400403091709,19,19,0
283,30,10,8,34,small,16,59.47948120606165,16,8,0
283,30,11,10,32,suv,54,45.75417690389246,26,19,0
283,30,12,14,32,sedan,24,69.9306142670107,24,19,0
283,30,13,9,32,sedan,24,31.73358431197403,14,8,0
283,30,14,15,33,truck,70,51.91041561472446,42,19,0
283,30,15,9,33,small,16,24.720491299000578,9,8,0
283,30,16,7,32,small,16,44.77075333330401,16,8,0
283,30,17,7,32,suv,54,46.27118393585622,27,19,0
283,30,18,6,32,suv,54,37.67701406592725,22,8,0
283,30,19,5,32,small,16,31.803623711662674,12,8,0
283,30,20,7,34,truck,70,35.43097088745275,29,19,0
283,30,21,9,33,sedan,24,31.897137460828112,14,8,0
283,30,22,10,34,truck,70,48.19097492573406,39,19,0
283,30,23,6,32,truck,70,51.03141924386996,42,19,0
283,30,24,10,33,suv,54,34.321927976871336,20,8,0
283,30,25,12,33,small,16,27.91541008293853,11,8,0
283,30,26,5,32,truck,70,9.466276880138714,8,8,0
283,30,27,6,33,suv,54,60.036166471026974,34,19,0
283,30,28,13,33,truck,70,53.470489512610115,44,19,0
283,30,29,8,33,truck,70,40.99870376267026,34,19,0
283,30,30,8,32,small,16,64.4329877699109,16,8,0
284,30,1,7,36,suv,54,36.76832987076382,21,19,0
284,30,2,5,34,small,16,28.977637339926723,11,19,0
284,30,3,12,33,sedan,24,58.146404244229124,24,19,0
284,30,4,8,32,sedan,24,71.5141659974956,24,19,0
284,30,5,8,32,truck,70,43.38417622280024,35,19,0
284,30,6,8,35,truck,70,11.13398977769915,9,19,0
284,30,7,8,32,suv,54,21.676540861690235,12,19,0
284,30,8,12,33,sedan,24,22.39744808739114,10,19,0
284,30,9,10,32,sedan,24,31.12492583345179,13,19,0
284,30,10,7,33,small,16,31.62622997629054,12,19,0
284,30,11,7,34,suv,54,35.82629019614135,21,19,0
284,30,12,11,33,sedan,24,48.20635370602327,21,19,0
284,30,13,12,34,sedan,24,33.84949757820726,15,19,0
284,30,14,11,33,sedan,24,43.5131299339121,19,19,0
284,30,15,10,33,sedan,24,11.194431523263614,5,19,0
284,30,16,9,32,sedan,24,32.33398044774374,14,19,0
284,30,17,10,33,small,16,27.10590274360126,10,19,0
284,30,18,6,32,truck,70,56.60103141984522,46,19,0
284,30,19,9,32,sedan,24,40.61636413115327,17,19,0
284,30,20,7,35,sedan,24,49.286934279782905,21,19,0
284,30,21,8,33,small,16,57.40898150038298,16,19,0
284,30,22,10,33,suv,54,46.13358545400555,26,19,0
284,30,23,10,34,truck,70,67.65790933731594,55,19,0
284,30,24,9,34,suv,54,60.95611486473709,35,19,0
284,30,25,7,35,sedan,24,23.8441546119037,10,19,0
284,30,26,6,35,suv,54,79.48736190056158,46,19,0
284,30,27,6,34,small,16,14.485346033053098,5,19,0
284,30,28,8,32,suv,54,53.98811683039523,31,19,0
284,30,29,10,33,small,16,46.711338496101035,16,19,0
284,30,30,5,35,sedan,24,65.46896796204841,24,19,0
285,30,1,11,33,small,16,60.01843034006709,16,8,0
285,30,2,10,32,truck,70,45.924326978214,38,19,0
285,30,3,13,32,truck,70,14.675182802980284,12,19,0
285,30,4,8,34,sedan,24,39.58220671836196,17,19,0
285,30,5,3,32,truck,70,32.82198593118771,27,19,0
285,30,6,8,37,sedan,24,55.48313892954466,24,19,0
285,30,7,4,32,suv,54,24.131543349751624,14,19,0
285,30,8,9,33,sedan,24,35.284874837335586,15,19,0
285,30,9,7,32,truck,70,39.02517583939477,32,19,0
285,30,10,10,34,small,16,64.82718957102135,16,8,0
285,30,11,11,32,small,16,37.965666298292874,14,8,0
285,30,12,6,35,small,16,46.65037105878289,16,8,0
285,30,13,8,32,small,16,28.534713395675663,11,8,0
285,30,14,6,36,sedan,24,36.71446565290553,16,19,0
285,30,15,7,32,sedan,24,73.38387872723891,24,19,0
285,30,16,11,33,sedan,24,31.554856756407123,14,19,0
285,30,17,10,32,suv,54,43.24725364134207,25,19,0
285,30,18,12,33,small,16,31.955190768290393,12,8,0
285,30,19,9,33,truck,70,47.287214208846834,39,19,0
285,30,20,6,35,suv,54,21.335382179318067,12,19,0
285,30,21,9,34,truck,70,27.05844401675762,22,19,0
285,30,22,8,32,suv,54,42.045617293820115,24,19,0
285,30,23,10,32,sedan,24,30.141167397542162,13,19,0
285,30,24,9,33,sedan,24,29.674001001473005,13,19,0
285,30,25,8,32,small,16,12.865570998803964,5,8,0
285,30,26,9,32,truck,70,21.52306588596556,18,19,0
285,30,27,9,35,small,16,43.72571318764332,16,8,0
285,30,28,7,34,sedan,24,63.31111242795397,24,19,0
285,30,29,10,33,suv,54,44.876100606107315,26,19,0
285,30,30,8,33,small,16,10.781161857706664,4,8,0
286,30,1,13,33,sedan,24,34.19618786441483,15,19,0
286,30,2,13,33,sedan,24,66.91355182055884,24,19,0
286,30,3,8,33,suv,54,52.833239426564475,30,19,0
286,30,4,8,32,small,16,46.30582237830395,16,8,0
286,30,5,8,33,small,16,25.224071585904127,10,4,0
286,30,6,9,33,suv,54,22.716367279123254,13,19,0
286,30,7,9,32,truck,70,26.660578240424254,22,19,0
286,30,8,8,34,truck,70,67.68663410549335,55,19,0
286,30,9,11,33,truck,70,11.777722023607435,10,19,0
286,30,10,7,32,truck,70,47.38777132985314,39,19,0
286,30,11,11,35,small,16,37.941651697805334,14,8,0
286,30,12,7,35,truck,70,26.73437709435509,22,19,0
286,30,13,9,35,small,16,42.92779752357023,16,8,0
286,30,14,6,33,sedan,24,31.3133730481006,13,4,0
286,30,15,7,32,small,16,47.03828824059494,16,8,0
286,30,16,13,35,small,16,22.528225376148566,9,4,0
286,30,17,10,32,truck,70,29.747508015846464,24,19,0
286,30,18,12,33,sedan,24,44.06200629195865,19,19,0
286,30,19,8,35,truck,70,46.73209497693278,38,19,0
286,30,20,9,37,truck,70,63.07680575730096,52,19,0
286,30,21,6,32,sedan,24,51.2736854526996,22,19,0
286,30,22,4,32,small,16,43.90791870536947,16,8,0
286,30,23,9,32,small,16,31.982812566535873,12,8,0
286,30,24,9,33,small,16,36.20331397537238,14,8,0
