scenario,obj_value,number_of_EVs,Demand,Type_11,Installed_11,Type_20,Installed_20,Type_30,Installed_30
1622,5500.0,50,961.0,5,5,4,4,3,0
1623,5500.0,50,964.0,5,5,4,4,3,0
1624,5800.0,50,1117.0,7,6,5,4,4,0
1625,4800.0,50,1026.0,6,6,5,3,4,0
1626,5800.0,50,1114.0,7,6,5,4,4,0
1627,5500.0,50,973.0,5,5,4,4,3,0
1628,5500.0,50,961.0,5,5,4,4,3,0
1629,5500.0,50,964.0,5,5,4,4,3,0
1630,5800.0,50,1117.0,7,6,5,4,4,0
1631,4800.0,50,1026.0,6,6,5,3,4,0
1632,5800.0,50,1114.0,7,6,5,4,4,0
1633,5500.0,50,973.0,5,5,4,4,3,0
1634,5500.0,50,961.0,5,5,4,4,3,0
1635,5500.0,50,964.0,5,5,4,4,3,0
1636,5800.0,50,1117.0,7,6,5,4,4,0
1637,4800.0,50,1026.0,6,6,5,3,4,0
1638,5800.0,50,1114.0,7,6,5,4,4,0
1639,5500.0,50,973.0,5,5,4,4,3,0
1640,5500.0,50,961.0,5,5,4,4,3,0
1641,5500.0,50,964.0,5,5,4,4,3,0
1642,5800.0,50,1117.0,7,6,5,4,4,0
1643,4800.0,50,1026.0,6,6,5,3,4,0
1644,5800.0,50,1114.0,7,6,5,4,4,0
1645,5500.0,50,973.0,5,5,4,4,3,0
1646,5500.0,50,961.0,5,5,4,4,3,0
1647,5500.0,50,964.0,5,5,4,4,3,0
1648,5800.0,50,1117.0,7,6,5,4,4,0
1649,4800.0,50,1026.0,6,6,5,3,4,0
1650,5800.0,50,1114.0,7,6,5,4,4,0
1651,5500.0,50,973.0,5,5,4,4,3,0
1652,5500.0,50,961.0,5,5,4,4,3,0
1653,5500.0,50,964.0,5,5,4,4,3,0
1654,5800.0,50,1117.0,7,6,5,4,4,0
1655,4800.0,50,1026.0,6,6,5,3,4,0
1656,5800.0,50,1114.0,7,6,5,4,4,0
1657,5500.0,50,973.0,5,5,4,4,3,0
1658,5500.0,50,961.0,5,5,4,4,3,0
1659,5500.0,50,964.0,5,5,4,4,3,0
1660,5800.0,50,1117.0,7,6,5,4,4,0
1661,4800.0,50,1026.0,6,6,5,3,4,0
1662,5800.0,50,1114.0,7,6,5,4,4,0
1663,5500.0,50,973.0,5,5,4,4,3,0
1664,5500.0,50,961.0,5,5,4,4,3,0
1665,5500.0,50,964.0,5,5,4,4,3,0
1666,5800.0,50,1117.0,7,6,5,4,4,0
1667,4800.0,50,1026.0,6,6,5,3,4,0
1668,5800.0,50,1114.0,7,6,5,4,4,0
1669,5500.0,50,973.0,5,5,4,4,3,0
1670,5500.0,50,961.0,5,5,4,4,3,0
1671,5500.0,50,964.0,5,5,4,4,3,0
1672,5800.0,50,1117.0,7,6,5,4,4,0
1673,4800.0,50,1026.0,6,6,5,3,4,0
1674,5800.0,50,1114.0,7,6,5,4,4,0
1675,5500.0,50,973.0,5,5,4,4,3,0
1676,5500.0,50,961.0,5,5,4,4,3,0
1677,5500.0,50,964.0,5,5,4,4,3,0
1678,5800.0,50,1117.0,7,6,5,4,4,0
1679,4800.0,50,1026.0,6,6,5,3,4,0
1680,5800.0,50,1114.0,7,6,5,4,4,0
1681,5500.0,50,973.0,5,5,4,4,3,0
1682,5500.0,50,961.0,5,5,4,4,3,0
1683,5500.0,50,964.0,5,5,4,4,3,0
1684,5800.0,50,1117.0,7,6,5,4,4,0
1685,4800.0,50,1026.0,6,6,5,3,4,0
1686,5800.0,50,1114.0,7,6,5,4,4,0
1687,5500.0,50,973.0,5,5,4,4,3,0
1688,5500.0,50,961.0,5,5,4,4,3,0
1689,5500.0,50,964.0,5,5,4,4,3,0
1690,5800.0,50,1117.0,7,6,5,4,4,0
1691,4800.0,50,1026.0,6,6,5,3,4,0
1692,5800.0,50,1114.0,7,6,5,4,4,0
1693,5500.0,50,973.0,5,5,4,4,3,0
1694,5500.0,50,961.0,5,5,4,4,3,0
1695,5500.0,50,964.0,5,5,4,4,3,0
1696,5800.0,50,1117.0,7,6,5,4,4,0
1697,4800.0,50,1026.0,6,6,5,3,4,0
1698,5800.0,50,1114.0,7,6,5,4,4,0
1699,5500.0,50,973.0,5,5,4,4,3,0
1700,5500.0,50,961.0,5,5,4,4,3,0
1701,5500.0,50,964.0,5,5,4,4,3,0
1702,5800.0,50,1117.0,7,6,5,4,4,0
1703,4800.0,50,1026.0,6,6,5,3,4,0
1704,5800.0,50,1114.0,7,6,5,4,4,0
1705,5500.0,50,973.0,5,5,4,4,3,0
1706,5500.0,50,961.0,5,5,4,4,3,0
1707,5500.0,50,964.0,5,5,4,4,3,0
1708,5800.0,50,1117.0,7,6,5,4,4,0
1709,4800.0,50,1026.0,6,6,5,3,4,0
1710,5800.0,50,1114.0,7,6,5,4,4,0
1711,5500.0,50,973.0,5,5,4,4,3,0
1712,5500.0,50,961.0,5,5,4,4,3,0
1713,5500.0,50,964.0,5,5,4,4,3,0
1714,5800.0,50,1117.0,7,6,5,4,4,0
1715,4800.0,50,1026.0,6,6,5,3,4,0
1716,5800.0,50,1114.0,7,6,5,4,4,0
1717,5500.0,50,973.0,5,5,4,4,3,0
1718,5500.0,50,961.0,5,5,4,4,3,0
1719,5500.0,50,964.0,5,5,4,4,3,0
1720,5800.0,50,1117.0,7,6,5,4,4,0
1721,4800.0,50,1026.0,6,6,5,3,4,0
1722,5800.0,50,1114.0,7,6,5,4,4,0
1723,5500.0,50,973.0,5,5,4,4,3,0
1724,5500.0,50,961.0,5,5,4,4,3,0
1725,5500.0,50,964.0,5,5,4,4,3,0
1726,5800.0,50,1117.0,7,6,5,4,4,0
1727,4800.0,50,1026.0,6,6,5,3,4,0
1728,5800.0,50,1114.0,7,6,5,4,4,0
1729,5500.0,50,973.0,5,5,4,4,3,0
1730,5500.0,50,961.0,5,5,4,4,3,0
1731,5500.0,50,964.0,5,5,4,4,3,0
1732,5800.0,50,1117.0,7,6,5,4,4,0
1733,4800.0,50,1026.0,6,6,5,3,4,0
1734,5800.0,50,1114.0,7,6,5,4,4,0
1735,5500.0,50,973.0,5,5,4,4,3,0
1736,5500.0,50,961.0,5,5,4,4,3,0
1737,5500.0,50,964.0,5,5,4,4,3,0
1738,5800.0,50,1117.0,7,6,5,4,4,0
1739,4800.0,50,1026.0,6,6,5,3,4,0
1740,5800.0,50,1114.0,7,6,5,4,4,0
1741,5500.0,50,973.0,5,5,4,4,3,0
1742,5500.0,50,961.0,5,5,4,4,3,0
1743,5500.0,50,964.0,5,5,4,4,3,0
1744,5800.0,50,1117.0,7,6,5,4,4,0
1745,4800.0,50,1026.0,6,6,5,3,4,0
1746,5800.0,50,1114.0,7,6,5,4,4,0
1747,5500.0,50,973.0,5,5,4,4,3,0
1748,5500.0,50,961.0,5,5,4,4,3,0
1749,5500.0,50,964.0,5,5,4,4,3,0
1750,5800.0,50,1117.0,7,6,5,4,4,0
1751,4800.0,50,1026.0,6,6,5,3,4,0
1752,5800.0,50,1114.0,7,6,5,4,4,0
1753,5500.0,50,973.0,5,5,4,4,3,0
1754,5500.0,50,961.0,5,5,4,4,3,0
1755,5500.0,50,964.0,5,5,4,4,3,0
1756,5800.0,50,1117.0,7,6,5,4,4,0
1757,4800.0,50,1026.0,6,6,5,3,4,0
1758,5800.0,50,1114.0,7,6,5,4,4,0
1759,5500.0,50,973.0,5,5,4,4,3,0
1760,5500.0,50,961.0,5,5,4,4,3,0
1761,5500.0,50,964.0,5,5,4,4,3,0
1762,5800.0,50,1117.0,7,6,5,4,4,0
1763,4800.0,50,1026.0,6,6,5,3,4,0
1764,5800.0,50,1114.0,7,6,5,4,4,0
1765,5500.0,50,973.0,5,5,4,4,3,0
1766,5500.0,50,961.0,5,5,4,4,3,0
1767,5500.0,50,964.0,5,5,4,4,3,0
1768,5800.0,50,1117.0,7,6,5,4,4,0
1769,4800.0,50,1026.0,6,6,5,3,4,0
1770,5800.0,50,1114.0,7,6,5,4,4,0
1771,5500.0,50,973.0,5,5,4,4,3,0
1772,5500.0,50,961.0,5,5,4,4,3,0
1773,5500.0,50,964.0,5,5,4,4,3,0
1774,5800.0,50,1117.0,7,6,5,4,4,0
1775,4800.0,50,1026.0,6,6,5,3,4,0
1776,5800.0,50,1114.0,7,6,5,4,4,0
1777,5500.0,50,973.0,5,5,4,4,3,0
1778,5500.0,50,961.0,5,5,4,4,3,0
1779,5500.0,50,964.0,5,5,4,4,3,0
1780,5800.0,50,1117.0,7,6,5,4,4,0
1781,4800.0,50,1026.0,6,6,5,3,4,0
1782,5800.0,50,1114.0,7,6,5,4,4,0
1783,5500.0,50,973.0,5,5,4,4,3,0
1784,5500.0,50,961.0,5,5,4,4,3,0
1785,5500.0,50,964.0,5,5,4,4,3,0
1786,5800.0,50,1117.0,7,6,5,4,4,0
1787,4800.0,50,1026.0,6,6,5,3,4,0
1788,5800.0,50,1114.0,7,6,5,4,4,0
1789,5500.0,50,973.0,5,5,4,4,3,0
1790,5500.0,50,961.0,5,5,4,4,3,0
1791,5500.0,50,964.0,5,5,4,4,3,0
1792,5800.0,50,1117.0,7,6,5,4,4,0
1793,4800.0,50,1026.0,6,6,5,3,4,0
1794,5800.0,50,1114.0,7,6,5,4,4,0
1795,5500.0,50,973.0,5,5,4,4,3,0
1796,5500.0,50,961.0,5,5,4,4,3,0
1797,5500.0,50,964.0,5,5,4,4,3,0
1798,5800.0,50,1117.0,7,6,5,4,4,0
1799,4800.0,50,1026.0,6,6,5,3,4,0
1800,5800.0,50,1114.0,7,6,5,4,4,0
1801,5800.0,55,1164.0,7,6,5,4,4,0
1802,6800.0,55,1250.0,7,6,5,5,4,0
1803,5800.0,55,1206.0,7,6,5,4,4,0
1804,6100.0,55,1225.0,7,7,5,4,4,0
1805,5800.0,55,1130.0,7,6,5,4,4,0
1806,5800.0,55,1150.0,7,6,5,4,4,0
1807,6100.0,55,1174.0,7,7,5,4,4,0
1808,6100.0,55,1208.0,7,7,5,4,4,0
1809,6100.0,55,1166.0,7,7,5,4,4,0
1810,6100.0,55,1161.0,7,7,5,4,4,0
1811,5800.0,55,1105.0,7,6,5,4,4,0
1812,6100.0,55,1223.0,7,7,5,4,4,0
1813,6100.0,55,1177.0,7,7,5,4,4,0
1814,6100.0,55,1223.0,7,7,5,4,4,0
1815,6100.0,55,1177.0,7,7,5,4,4,0
1816,6100.0,55,1223.0,7,7,5,4,4,0
1817,6100.0,55,1177.0,7,7,5,4,4,0
1818,6100.0,55,1223.0,7,7,5,4,4,0
1819,6100.0,55,1177.0,7,7,5,4,4,0
1820,6100.0,55,1223.0,7,7,5,4,4,0
1821,6100.0,55,1177.0,7,7,5,4,4,0
1822,6100.0,55,1223.0,7,7,5,4,4,0
1823,6100.0,55,1177.0,7,7,5,4,4,0
1824,6100.0,55,1223.0,7,7,5,4,4,0
1825,6100.0,55,1177.0,7,7,5,4,4,0
1826,6100.0,55,1223.0,7,7,5,4,4,0
1827,6100.0,55,1177.0,7,7,5,4,4,0
1828,6100.0,55,1223.0,7,7,5,4,4,0
1829,6100.0,55,1177.0,7,7,5,4,4,0
1830,6100.0,55,1223.0,7,7,5,4,4,0
1831,6100.0,55,1177.0,7,7,5,4,4,0
1832,6100.0,55,1223.0,7,7,5,4,4,0
1833,6100.0,55,1177.0,7,7,5,4,4,0
1834,6100.0,55,1223.0,7,7,5,4,4,0
1835,6100.0,55,1177.0,7,7,5,4,4,0
1836,6100.0,55,1223.0,7,7,5,4,4,0
1837,6100.0,55,1177.0,7,7,5,4,4,0
1838,6100.0,55,1223.0,7,7,5,4,4,0
1839,6100.0,55,1177.0,7,7,5,4,4,0
1840,6100.0,55,1223.0,7,7,5,4,4,0
1841,6100.0,55,1177.0,7,7,5,4,4,0
1842,6100.0,55,1223.0,7,7,5,4,4,0
1843,6100.0,55,1177.0,7,7,5,4,4,0
1844,6100.0,55,1223.0,7,7,5,4,4,0
1845,6100.0,55,1177.0,7,7,5,4,4,0
1846,6100.0,55,1223.0,7,7,5,4,4,0
1847,6100.0,55,1177.0,7,7,5,4,4,0
1848,6100.0,55,1223.0,7,7,5,4,4,0
1849,6100.0,55,1177.0,7,7,5,4,4,0
1850,6100.0,55,1223.0,7,7,5,4,4,0
1851,6100.0,55,1177.0,7,7,5,4,4,0
1852,6100.0,55,1223.0,7,7,5,4,4,0
1853,6100.0,55,1177.0,7,7,5,4,4,0
1854,6100.0,55,1223.0,7,7,5,4,4,0
1855,6100.0,55,1177.0,7,7,5,4,4,0
1856,6100.0,55,1223.0,7,7,5,4,4,0
1857,6100.0,55,1177.0,7,7,5,4,4,0
1858,6100.0,55,1223.0,7,7,5,4,4,0
1859,6100.0,55,1177.0,7,7,5,4,4,0
1860,6100.0,55,1223.0,7,7,5,4,4,0
1861,6100.0,55,1177.0,7,7,5,4,4,0
1862,6100.0,55,1223.0,7,7,5,4,4,0
1863,6100.0,55,1177.0,7,7,5,4,4,0
1864,6100.0,55,1223.0,7,7,5,4,4,0
1865,6100.0,55,1177.0,7,7,5,4,4,0
1866,6100.0,55,1223.0,7,7,5,4,4,0
1867,6100.0,55,1177.0,7,7,5,4,4,0
1868,6100.0,55,1223.0,7,7,5,4,4,0
1869,6100.0,55,1177.0,7,7,5,4,4,0
1870,6100.0,55,1223.0,7,7,5,4,4,0
1871,6100.0,55,1177.0,7,7,5,4,4,0
1872,6100.0,55,1223.0,7,7,5,4,4,0
1873,6100.0,55,1177.0,7,7,5,4,4,0
1874,6100.0,55,1223.0,7,7,5,4,4,0
1875,6100.0,55,1177.0,7,7,5,4,4,0
1876,6100.0,55,1223.0,7,7,5,4,4,0
1877,6100.0,55,1177.0,7,7,5,4,4,0
1878,6100.0,55,1223.0,7,7,5,4,4,0
1879,6100.0,55,1177.0,7,7,5,4,4,0
1880,6100.0,55,1223.0,7,7,5,4,4,0
1881,6100.0,55,1177.0,7,7,5,4,4,0
1882,6100.0,55,1223.0,7,7,5,4,4,0
1883,6100.0,55,1177.0,7,7,5,4,4,0
1884,6100.0,55,1223.0,7,7,5,4,4,0
1885,6100.0,55,1177.0,7,7,5,4,4,0
1886,6100.0,55,1223.0,7,7,5,4,4,0
1887,6100.0,55,1177.0,7,7,5,4,4,0
1888,6100.0,55,1223.0,7,7,5,4,4,0
1889,6100.0,55,1177.0,7,7,5,4,4,0
1890,6100.0,55,1223.0,7,7,5,4,4,0
1891,6100.0,55,1177.0,7,7,5,4,4,0
1892,6100.0,55,1223.0,7,7,5,4,4,0
1893,6100.0,55,1177.0,7,7,5,4,4,0
1894,6100.0,55,1223.0,7,7,5,4,4,0
1895,6100.0,55,1177.0,7,7,5,4,4,0
1896,6100.0,55,1223.0,7,7,5,4,4,0
1897,6100.0,55,1177.0,7,7,5,4,4,0
1898,6100.0,55,1223.0,7,7,5,4,4,0
1899,6100.0,55,1177.0,7,7,5,4,4,0
1900,6100.0,55,1223.0,7,7,5,4,4,0
1901,6100.0,55,1177.0,7,7,5,4,4,0
1902,6100.0,55,1223.0,7,7,5,4,4,0
1903,6100.0,55,1177.0,7,7,5,4,4,0
1904,6100.0,55,1223.0,7,7,5,4,4,0
1905,6100.0,55,1177.0,7,7,5,4,4,0
1906,6100.0,55,1223.0,7,7,5,4,4,0
1907,6100.0,55,1177.0,7,7,5,4,4,0
1908,6100.0,55,1223.0,7,7,5,4,4,0
1909,6100.0,55,1177.0,7,7,5,4,4,0
1910,6100.0,55,1223.0,7,7,5,4,4,0
1911,6100.0,55,1177.0,7,7,5,4,4,0
1912,6100.0,55,1223.0,7,7,5,4,4,0
1913,6100.0,55,1177.0,7,7,5,4,4,0
1914,6100.0,55,1223.0,7,7,5,4,4,0
1915,6100.0,55,1177.0,7,7,5,4,4,0
1916,6100.0,55,1223.0,7,7,5,4,4,0
1917,6100.0,55,1177.0,7,7,5,4,4,0
1918,6100.0,55,1223.0,7,7,5,4,4,0
1919,6100.0,55,1177.0,7,7,5,4,4,0
1920,6100.0,55,1223.0,7,7,5,4,4,0
1921,6100.0,55,1177.0,7,7,5,4,4,0
1922,6100.0,55,1223.0,7,7,5,4,4,0
1923,6100.0,55,1177.0,7,7,5,4,4,0
1924,6100.0,55,1223.0,7,7,5,4,4,0
1925,6100.0,55,1177.0,7,7,5,4,4,0
1926,6100.0,55,1223.0,7,7,5,4,4,0
1927,6100.0,55,1177.0,7,7,5,4,4,0
1928,6100.0,55,1223.0,7,7,5,4,4,0
1929,6100.0,55,1177.0,7,7,5,4,4,0
1930,6100.0,55,1223.0,7,7,5,4,4,0
1931,6100.0,55,1177.0,7,7,5,4,4,0
1932,6100.0,55,1223.0,7,7,5,4,4,0
1933,6100.0,55,1177.0,7,7,5,4,4,0
1934,6100.0,55,1223.0,7,7,5,4,4,0
1935,6100.0,55,1177.0,7,7,5,4,4,0
1936,6100.0,55,1223.0,7,7,5,4,4,0
1937,6100.0,55,1177.0,7,7,5,4,4,0
1938,6100.0,55,1223.0,7,7,5,4,4,0
1939,6100.0,55,1177.0,7,7,5,4,4,0
1940,6100.0,55,1223.0,7,7,5,4,4,0
1941,6100.0,55,1177.0,7,7,5,4,4,0
1942,6100.0,55,1223.0,7,7,5,4,4,0
1943,6100.0,55,1177.0,7,7,5,4,4,0
1944,6100.0,55,1223.0,7,7,5,4,4,0
1945,6100.0,55,1177.0,7,7,5,4,4,0
1946,6100.0,55,1223.0,7,7,5,4,4,0
1947,6100.0,55,1177.0,7,7,5,4,4,0
1948,6100.0,55,1223.0,7,7,5,4,4,0
1949,6100.0,55,1177.0,7,7,5,4,4,0
1950,6100.0,55,1223.0,7,7,5,4,4,0
1951,6100.0,55,1177.0,7,7,5,4,4,0
1952,6100.0,55,1223.0,7,7,5,4,4,0
1953,6100.0,55,1177.0,7,7,5,4,4,0
1954,6100.0,55,1223.0,7,7,5,4,4,0
1955,6100.0,55,1177.0,7,7,5,4,4,0
1956,6100.0,55,1223.0,7,7,5,4,4,0
1957,6100.0,55,1177.0,7,7,5,4,4,0
1958,6100.0,55,1223.0,7,7,5,4,4,0
1959,6100.0,55,1177.0,7,7,5,4,4,0
1960,6100.0,55,1223.0,7,7,5,4,4,0
1961,6100.0,55,1177.0,7,7,5,4,4,0
1962,6100.0,55,1223.0,7,7,5,4,4,0
1963,6100.0,55,1177.0,7,7,5,4,4,0
1964,6100.0,55,1223.0,7,7,5,4,4,0
1965,6100.0,55,1177.0,7,7,5,4,4,0
1966,6100.0,55,1223.0,7,7,5,4,4,0
1967,6100.0,55,1177.0,7,7,5,4,4,0
1968,6100.0,55,1223.0,7,7,5,4,4,0
1969,6100.0,55,1177.0,7,7,5,4,4,0
1970,6100.0,55,1223.0,7,7,5,4,4,0
1971,6100.0,55,1177.0,7,7,5,4,4,0
1972,6100.0,55,1223.0,7,7,5,4,4,0
1973,6100.0,55,1177.0,7,7,5,4,4,0
1974,6100.0,55,1223.0,7,7,5,4,4,0
1975,6100.0,55,1177.0,7,7,5,4,4,0
1976,6100.0,55,1223.0,7,7,5,4,4,0
1977,6100.0,55,1177.0,7,7,5,4,4,0
1978,6100.0,55,1223.0,7,7,5,4,4,0
1979,6100.0,55,1177.0,7,7,5,4,4,0
1980,6100.0,55,1223.0,7,7,5,4,4,0
1981,6100.0,55,1177.0,7,7,5,4,4,0
1982,6100.0,55,1223.0,7,7,5,4,4,0
1983,6100.0,55,1177.0,7,7,5,4,4,0
1984,6100.0,55,1223.0,7,7,5,4,4,0
1985,6100.0,55,1177.0,7,7,5,4,4,0
1986,6100.0,55,1223.0,7,7,5,4,4,0
1987,6100.0,55,1177.0,7,7,5,4,4,0
1988,6100.0,55,1223.0,7,7,5,4,4,0
1989,6100.0,55,1177.0,7,7,5,4,4,0
1990,6100.0,55,1223.0,7,7,5,4,4,0
1991,6100.0,55,1177.0,7,7,5,4,4,0
1992,6100.0,55,1223.0,7,7,5,4,4,0
1993,6100.0,55,1177.0,7,7,5,4,4,0
1994,6100.0,55,1223.0,7,7,5,4,4,0
1995,6100.0,55,1177.0,7,7,5,4,4,0
1996,6100.0,55,1223.0,7,7,5,4,4,0
1997,6100.0,55,1177.0,7,7,5,4,4,0
1998,6100.0,55,1223.0,7,7,5,4,4,0
1999,6100.0,55,1177.0,7,7,5,4,4,0
2000,6100.0,55,1223.0,7,7,5,4,4,0
