senario,Number_of_EVs,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
865,30,4,8.0,16.0,truck,70,45.51478048604168,37.0,19,0
865,30,5,8.0,16.0,sedan,24,44.528702512708726,19.0,19,0
865,30,6,7.0,17.0,sedan,24,43.35510828164996,19.0,19,0
865,30,7,9.0,17.0,small,16,31.43695898467726,12.0,8,0
865,30,8,8.0,16.0,sedan,24,28.73948463890261,12.0,19,0
865,30,9,5.0,16.0,small,16,37.79264813751391,14.0,19,0
865,30,10,8.0,16.0,sedan,24,43.828846392972636,19.0,19,0
865,30,11,11.0,18.0,truck,70,45.534763310162106,37.0,19,0
865,30,12,14.0,16.0,small,16,40.619993933655515,15.0,8,0
865,30,13,11.0,17.0,suv,54,16.553681091393393,10.0,19,0
865,30,14,8.0,16.0,sedan,24,34.53260043879173,15.0,19,0
865,30,15,6.0,16.0,truck,70,64.30493694517021,53.0,19,0
865,30,16,10.0,17.0,small,16,26.397442809944913,10.0,4,0
865,30,17,9.0,16.0,sedan,24,46.39192420745846,20.0,8,0
865,30,18,12.0,17.0,truck,70,58.69830984453924,48.0,19,0
865,30,19,7.0,16.0,small,16,36.55854339139664,14.0,8,0
865,30,20,9.0,16.0,sedan,24,49.375866248773946,21.0,19,0
865,30,21,4.0,17.0,sedan,24,25.900836255240833,11.0,19,0
865,30,22,8.0,17.0,suv,54,20.926955860677612,12.0,4,0
865,30,23,5.0,17.0,suv,54,41.41611067176469,24.0,19,0
865,30,24,11.0,17.0,truck,70,74.20626251651504,61.0,19,0
865,30,25,10.0,19.0,small,16,52.82592411598945,16,19,0
865,30,26,6.0,16.0,sedan,24,32.392276474384204,14.0,19,0
865,30,27,11.0,16.0,suv,54,41.2743094442676,24.0,19,0
865,30,28,10.0,16.0,suv,54,63.106689065821655,36.0,19,0
865,30,29,1.0,17.0,truck,70,41.77502329850854,34.0,19,0
865,30,30,7.0,17.0,suv,54,33.21537704872567,19.0,19,0
866,30,1,7.0,18.0,truck,70,37.35793041086301,31.0,19,0
866,30,2,7.0,16.0,small,16,33.77351806713325,13.0,8,0
866,30,3,6.0,16.0,sedan,24,70.5846763619344,24,19,0
866,30,4,7.0,16.0,sedan,24,18.902728043520177,8.0,8,0
866,30,5,8.0,18.0,sedan,24,58.699318953917675,24,8,0
866,30,6,8.0,16.0,suv,54,13.412411502271986,8.0,8,0
866,30,7,12.0,16.0,small,16,50.76642887020957,16,8,0
866,30,8,7.0,17.0,truck,70,37.59806850345426,31.0,19,0
866,30,9,5.0,17.0,small,16,45.35062487056686,16,8,0
866,30,10,4.0,16.0,truck,70,52.33380385968249,43.0,19,0
866,30,11,13.0,17.0,small,16,52.055008320793426,16,8,0
866,30,12,8.0,16.0,sedan,24,15.061056135791492,6.0,8,0
866,30,13,7.0,16.0,sedan,24,44.910882566648226,19.0,19,0
866,30,14,6.0,17.0,small,16,41.45525549318176,16.0,8,0
866,30,15,12.0,16.0,sedan,24,62.907976636104024,24,19,0
866,30,16,9.0,16.0,truck,70,43.70074586946302,36.0,19,0
866,30,17,3.0,16.0,suv,54,39.0323565791267,22.0,19,0
866,30,18,8.0,16.0,truck,70,37.685940711367905,31.0,19,0
866,30,19,9.0,17.0,small,16,41.21550612498009,16.0,8,0
866,30,20,8.0,17.0,sedan,24,32.64844180786232,14.0,19,0
866,30,21,10.0,16.0,sedan,24,43.372050240714145,19.0,19,0
866,30,22,10.0,17.0,sedan,24,54.22677460415241,23.0,8,0
866,30,23,7.0,16.0,truck,70,27.927058082211524,23.0,8,0
866,30,24,9.0,17.0,sedan,24,39.8753280151635,17.0,19,0
866,30,25,12.0,17.0,suv,54,41.141793035819504,24.0,19,0
866,30,26,9.0,16.0,truck,70,26.616451773312264,22.0,8,0
866,30,27,10.0,16.0,suv,54,50.73020852211537,29.0,19,0
866,30,28,9.0,16.0,suv,54,24.214238342091683,14.0,19,0
866,30,29,9.0,19.0,suv,54,51.97377734268962,30.0,19,0
866,30,30,7.0,17.0,sedan,24,70.94006247174867,24,8,0
867,30,1,9.0,16.0,small,16,35.40927297507709,13.0,8,0
867,30,2,8.0,16.0,small,16,31.358151209535954,12.0,8,0
867,30,3,10.0,18.0,small,16,57.617297260589574,16,8,0
867,30,4,11.0,16.0,small,16,38.460925608022606,15.0,8,0
867,30,5,7.0,16.0,small,16,46.785561693563,16,8,0
867,30,6,7.0,17.0,suv,54,35.341624584990775,20.0,19,0
867,30,7,8.0,16.0,suv,54,33.83527678134111,19.0,19,0
867,30,8,9.0,17.0,suv,54,32.80206926040187,19.0,19,0
867,30,9,10.0,17.0,suv,54,62.75156545136012,36.0,19,0
867,30,10,10.0,16.0,sedan,24,46.70640785434651,20.0,19,0
867,30,11,10.0,16.0,sedan,24,24.931962146926445,11.0,19,0
867,30,12,11.0,16.0,sedan,24,41.115444353417885,18.0,19,0
867,30,13,8.0,16.0,truck,70,33.65584526549358,28.0,19,0
867,30,14,9.0,16.0,truck,70,23.33118471677413,19.0,19,0
867,30,15,6.0,16.0,suv,54,42.797647930974975,25.0,19,0
867,30,16,11.0,17.0,truck,70,32.704445023566606,27.0,19,0
867,30,17,8.0,16.0,small,16,33.9556100372052,13.0,8,0
867,30,18,8.0,17.0,sedan,24,46.24988377022636,20.0,19,0
867,30,19,9.0,17.0,truck,70,38.52368203105028,32.0,19,0
867,30,20,6.0,16.0,small,16,29.445889586246942,11.0,4,0
867,30,21,11.0,17.0,truck,70,37.530071316307115,31.0,19,0
867,30,22,7.0,16.0,suv,54,50.89997489774839,29.0,19,0
867,30,23,10.0,16.0,small,16,25.999772895183128,10.0,4,0
867,30,24,9.0,16.0,small,16,37.9091756408174,14.0,8,0
867,30,25,13.0,16.0,suv,54,24.78926337439924,14.0,8,0
867,30,26,9.0,16.0,suv,54,24.76723044908524,14.0,19,0
867,30,27,10.0,16.0,truck,70,75.16959232890679,61.0,19,0
867,30,28,7.0,17.0,suv,54,33.96505308835694,19.0,19,0
867,30,29,9.0,16.0,small,16,23.229951502009033,9.0,4,0
867,30,30,8.0,16.0,truck,70,28.406041336361877,23.0,8,0
868,30,1,7.0,16.0,suv,54,44.217015430419686,25.0,19,0
868,30,2,5.0,16.0,suv,54,11.79040386288078,7.0,19,0
868,30,3,7.0,16.0,suv,54,55.27167720658193,32.0,19,0
868,30,4,9.0,16.0,truck,70,36.75301725161609,30.0,19,0
868,30,5,8.0,16.0,suv,54,54.72487046740587,31.0,19,0
868,30,6,7.0,17.0,sedan,24,46.67132607277226,20.0,19,0
868,30,7,13.0,16.0,truck,70,27.546652179134263,23.0,19,0
868,30,8,7.0,16.0,small,16,58.99983527338851,16,8,0
868,30,9,12.0,17.0,truck,70,74.0838393836548,61.0,19,0
868,30,10,7.0,16.0,small,16,27.28327147535281,10.0,4,0
868,30,11,9.0,16.0,small,16,29.765228056464068,11.0,4,0
868,30,12,6.0,16.0,small,16,46.84623308795391,16,8,0
868,30,13,9.0,17.0,small,16,25.049981660731387,9.0,4,0
868,30,14,9.0,17.0,suv,54,46.26593781553864,27.0,19,0
868,30,15,10.0,16.0,suv,54,45.35362880066693,26.0,19,0
868,30,16,7.0,17.0,sedan,24,49.91301824377426,21.0,8,0
868,30,17,10.0,17.0,small,16,38.59825946066785,15.0,8,0
868,30,18,4.0,17.0,sedan,24,25.116143559019463,11.0,19,0
868,30,19,11.0,17.0,suv,54,50.81908569300893,29.0,19,0
868,30,20,6.0,17.0,suv,54,39.49625849621284,23.0,19,0
868,30,21,8.0,16.0,small,16,17.893547745734136,7.0,8,0
868,30,22,11.0,16.0,small,16,24.65741866276473,9.0,8,0
868,30,23,9.0,16.0,suv,54,40.45162953199668,23.0,8,0
868,30,24,6.0,16.0,small,16,7.937705811957969,3.0,4,0
868,30,25,6.0,16.0,small,16,30.09367593006652,11.0,8,0
868,30,26,13.0,16.0,truck,70,30.463027636829693,25.0,19,0
868,30,27,12.0,17.0,suv,54,30.17855428046916,17.0,19,0
868,30,28,6.0,16.0,sedan,24,39.270877188921574,17.0,19,0
868,30,29,8.0,16.0,sedan,24,31.468661406486852,13.0,19,0
868,30,30,8.0,16.0,small,16,57.03691792631486,16,8,0
869,30,1,9.0,16.0,suv,54,25.429950167535587,15.0,19,0
869,30,2,7.0,17.0,sedan,24,54.11384025919229,23.0,19,0
869,30,3,7.0,17.0,small,16,55.282075370232484,16,8,0
869,30,4,5.0,17.0,truck,70,38.813891829300346,32.0,19,0
869,30,5,6.0,16.0,suv,54,31.540916700703274,18.0,19,0
869,30,6,5.0,16.0,small,16,43.91265135771015,16,8,0
869,30,7,4.0,16.0,small,16,49.0805167491106,16,8,0
869,30,8,4.0,17.0,small,16,34.11757143413486,13.0,19,0
869,30,9,9.0,16.0,sedan,24,35.276721592349055,15.0,19,0
869,30,10,12.0,17.0,small,16,47.25330214583143,16,8,0
869,30,11,7.0,17.0,sedan,24,38.600840071905154,17.0,19,0
869,30,12,11.0,17.0,truck,70,46.57334739306605,38.0,19,0
869,30,13,13.0,16.0,truck,70,60.06060446787657,49.0,19,0
869,30,14,9.0,17.0,suv,54,17.34043054097899,10.0,19,0
869,30,15,11.0,16.0,truck,70,32.28871748941067,26.0,19,0
869,30,16,9.0,16.0,sedan,24,9.674888856232911,4.0,8,0
869,30,17,12.0,17.0,truck,70,21.979091070340754,18.0,19,0
869,30,18,7.0,16.0,truck,70,32.78571133456633,27.0,19,0
869,30,19,10.0,17.0,small,16,46.46515739467965,16,19,0
869,30,20,4.0,17.0,sedan,24,45.791866007335976,20.0,19,0
869,30,21,4.0,16.0,sedan,24,55.98949451692466,24,19,0
869,30,22,9.0,16.0,small,16,32.536639009031035,12.0,8,0
869,30,23,11.0,16.0,suv,54,59.51059272827336,34.0,19,0
869,30,24,8.0,16.0,truck,70,51.431355598109604,42.0,19,0
869,30,25,6.0,16.0,suv,54,45.18264955537245,26.0,19,0
869,30,26,12.0,16.0,small,16,70.519447979725,16,8,0
869,30,27,8.0,17.0,suv,54,28.069611587141438,16.0,19,0
869,30,28,9.0,16.0,sedan,24,40.04665787661384,17.0,19,0
869,30,29,8.0,16.0,small,16,57.66885136042589,16,19,0
869,30,30,13.0,17.0,suv,54,60.227585435031116,35.0,19,0
870,30,1,10.0,16.0,truck,70,49.15827316455866,40.0,8,0
870,30,2,13.0,16.0,truck,70,56.42758092478873,46.0,19,0
870,30,3,9.0,16.0,sedan,24,30.243092609946885,13.0,8,0
870,30,4,10.0,17.0,sedan,24,39.771177828471934,17.0,19,0
870,30,5,6.0,16.0,small,16,39.00337498834749,15.0,8,0
870,30,6,9.0,16.0,truck,70,40.953572096241814,34.0,19,0
870,30,7,9.0,16.0,sedan,24,29.18120182239234,13.0,19,0
870,30,8,9.0,16.0,truck,70,35.49921086477645,29.0,19,0
870,30,9,8.0,16.0,sedan,24,41.95084964901385,18.0,19,0
870,30,10,11.0,17.0,truck,70,21.53831869028332,18.0,19,0
870,30,11,11.0,16.0,truck,70,42.46630618104545,35.0,19,0
870,30,12,6.0,18.0,small,16,41.262532603580475,16.0,8,0
870,30,13,10.0,17.0,truck,70,35.77563891285098,29.0,19,0
870,30,14,10.0,17.0,sedan,24,53.60190279029601,23.0,19,0
870,30,15,11.0,16.0,truck,70,49.59939606804725,41.0,19,0
870,30,16,11.0,16.0,suv,54,45.54280248946366,26.0,19,0
870,30,17,5.0,16.0,suv,54,22.6139054088476,13.0,19,0
870,30,18,7.0,16.0,truck,70,50.26570986699195,41.0,19,0
870,30,19,6.0,16.0,suv,54,38.67842905750232,22.0,19,0
870,30,20,9.0,18.0,small,16,45.661198843575235,16,8,0
870,30,21,5.0,16.0,sedan,24,45.98216604194262,20.0,19,0
870,30,22,6.0,17.0,truck,70,53.972584062292526,44.0,19,0
870,30,23,9.0,17.0,sedan,24,52.83675436403989,23.0,8,0
870,30,24,9.0,16.0,suv,54,21.566069715487096,12.0,19,0
870,30,25,11.0,16.0,suv,54,32.02629733335904,18.0,19,0
870,30,26,6.0,17.0,small,16,27.04940159864781,10.0,8,0
870,30,27,7.0,17.0,small,16,46.105422978267995,16,8,0
870,30,28,5.0,17.0,sedan,24,57.71350171510571,24,19,0
870,30,29,8.0,16.0,sedan,24,37.73351518073635,16.0,19,0
870,30,30,8.0,16.0,suv,54,32.57078077520948,19.0,19,0
871,30,1,10.0,16.0,truck,70,49.04336913939008,40.0,19,0
871,30,2,5.0,16.0,small,16,32.26227353296005,12.0,8,0
871,30,3,8.0,16.0,truck,70,60.17088109361332,49.0,8,0
871,30,4,7.0,16.0,small,16,41.930496225670346,16.0,8,0
871,30,5,7.0,16.0,small,16,40.766416356781676,15.0,8,0
871,30,6,9.0,16.0,small,16,68.39466537460342,16,8,0
871,30,7,8.0,16.0,small,16,36.57459607984141,14.0,8,0
871,30,8,9.0,16.0,sedan,24,19.08638022804677,8.0,8,0
871,30,9,7.0,17.0,small,16,35.203729228030376,13.0,8,0
871,30,10,8.0,16.0,sedan,24,14.194773880589231,6.0,8,0
871,30,11,10.0,18.0,truck,70,39.252926803365256,32.0,19,0
871,30,12,7.0,17.0,sedan,24,52.40012046920918,22.0,19,0
871,30,13,9.0,16.0,small,16,36.43688483676311,14.0,8,0
871,30,14,9.0,17.0,suv,54,20.42791361772479,12.0,19,0
871,30,15,6.0,16.0,small,16,40.831778078505835,15.0,8,0
871,30,16,13.0,17.0,sedan,24,19.17167187582803,8.0,8,0
871,30,17,7.0,16.0,sedan,24,55.50165370987174,24.0,19,0
871,30,18,5.0,16.0,small,16,28.539980696763273,11.0,8,0
871,30,19,11.0,16.0,truck,70,43.27949437631201,35.0,19,0
871,30,20,11.0,16.0,small,16,13.61502020842953,5.0,8,0
871,30,21,10.0,18.0,truck,70,53.34231119694852,44.0,19,0
871,30,22,10.0,16.0,suv,54,36.59838533987928,21.0,8,0
871,30,23,8.0,16.0,suv,54,34.16787875224636,20.0,8,0
871,30,24,9.0,17.0,suv,54,58.05256154123565,33.0,19,0
871,30,25,12.0,17.0,small,16,45.01078966205979,16,8,0
871,30,26,6.0,16.0,suv,54,51.854186993950904,30.0,19,0
871,30,27,12.0,16.0,small,16,33.518909725262986,13.0,8,0
871,30,28,10.0,16.0,truck,70,56.76978513815773,46.0,19,0
871,30,29,11.0,17.0,suv,54,42.329240205062945,24.0,8,0
871,30,30,8.0,16.0,sedan,24,41.235257561522594,18.0,19,0
872,30,1,9.0,17.0,sedan,24,16.2117704061168,7.0,8,0
872,30,2,7.0,16.0,truck,70,11.232989935634055,9.0,19,0
872,30,3,12.0,16.0,truck,70,72.0232031258742,59.0,19,0
872,30,4,13.0,17.0,suv,54,19.249745400666328,11.0,19,0
872,30,5,7.0,18.0,truck,70,50.27790591265782,41.0,50,0
872,30,6,8.0,16.0,sedan,24,24.759176415515164,11.0,8,0
872,30,7,8.0,16.0,small,16,22.061970758187393,8.0,8,0
872,30,8,7.0,16.0,truck,70,12.562826854621125,10.0,8,0
872,30,9,9.0,16.0,sedan,24,44.92400403091709,19.0,19,0
872,30,10,8.0,17.0,small,16,59.47948120606165,16,8,0
872,30,11,10.0,16.0,suv,54,45.75417690389246,26.0,19,0
872,30,12,14.0,16.0,sedan,24,69.9306142670107,24,19,0
872,30,13,9.0,16.0,sedan,24,31.73358431197403,14.0,19,0
872,30,14,15.0,16.0,truck,70,51.91041561472446,42.0,50,0
872,30,15,9.0,16.0,small,16,24.720491299000578,9.0,8,0
872,30,16,7.0,16.0,small,16,44.77075333330401,16,8,0
872,30,17,7.0,16.0,suv,54,46.27118393585622,27.0,4,0
872,30,18,6.0,16.0,suv,54,37.67701406592725,22.0,8,0
872,30,19,5.0,16.0,small,16,31.803623711662674,12.0,8,0
872,30,20,7.0,17.0,truck,70,35.43097088745275,29.0,19,0
872,30,21,9.0,16.0,sedan,24,31.897137460828112,14.0,8,0
872,30,22,10.0,17.0,truck,70,48.19097492573406,39.0,50,0
872,30,23,6.0,16.0,truck,70,51.03141924386996,42.0,8,0
872,30,24,10.0,17.0,suv,54,34.321927976871336,20.0,8,0
872,30,25,12.0,16.0,small,16,27.91541008293853,11.0,8,0
872,30,26,5.0,16.0,truck,70,9.466276880138714,8.0,8,0
872,30,27,6.0,17.0,suv,54,60.036166471026974,34.0,19,0
872,30,28,13.0,16.0,truck,70,53.470489512610115,44.0,19,0
872,30,29,8.0,16.0,truck,70,40.99870376267026,34.0,19,0
872,30,30,8.0,16.0,small,16,64.4329877699109,16,8,0
873,30,1,7.0,18.0,suv,54,36.76832987076382,21.0,19,0
873,30,2,5.0,17.0,small,16,28.977637339926723,11.0,8,0
873,30,3,12.0,17.0,sedan,24,58.146404244229124,24,8,0
873,30,4,8.0,16.0,sedan,24,71.5141659974956,24,8,0
873,30,5,8.0,16.0,truck,70,43.38417622280024,35.0,19,0
873,30,6,8.0,17.0,truck,70,11.13398977769915,9.0,19,0
873,30,7,8.0,16.0,suv,54,21.676540861690235,12.0,19,0
873,30,8,12.0,17.0,sedan,24,22.39744808739114,10.0,19,0
873,30,9,10.0,16.0,sedan,24,31.12492583345179,13.0,19,0
873,30,10,7.0,16.0,small,16,31.62622997629054,12.0,8,0
873,30,11,7.0,17.0,suv,54,35.82629019614135,21.0,19,0
873,30,12,11.0,16.0,sedan,24,48.20635370602327,21.0,19,0
873,30,13,12.0,17.0,sedan,24,33.84949757820726,15.0,19,0
873,30,14,11.0,17.0,sedan,24,43.5131299339121,19.0,19,0
873,30,15,10.0,17.0,sedan,24,11.194431523263614,5.0,8,0
873,30,16,9.0,16.0,sedan,24,32.33398044774374,14.0,19,0
873,30,17,10.0,16.0,small,16,27.10590274360126,10.0,8,0
873,30,18,6.0,16.0,truck,70,56.60103141984522,46.0,19,0
873,30,19,9.0,16.0,sedan,24,40.61636413115327,17.0,19,0
873,30,20,7.0,17.0,sedan,24,49.286934279782905,21.0,8,0
873,30,21,8.0,16.0,small,16,57.40898150038298,16,8,0
873,30,22,10.0,16.0,suv,54,46.13358545400555,26.0,19,0
873,30,23,10.0,17.0,truck,70,67.65790933731594,55.0,19,0
873,30,24,9.0,17.0,suv,54,60.95611486473709,35.0,19,0
873,30,25,7.0,17.0,sedan,24,23.8441546119037,10.0,19,0
873,30,26,6.0,17.0,suv,54,79.48736190056158,46.0,19,0
873,30,27,6.0,17.0,small,16,14.485346033053098,5.0,8,0
873,30,28,8.0,16.0,suv,54,53.98811683039523,31.0,19,0
873,30,29,10.0,17.0,small,16,46.711338496101035,16,8,0
873,30,30,5.0,17.0,sedan,24,65.46896796204841,24,8,0
874,30,1,11.0,16.0,small,16,60.01843034006709,16,8,0
874,30,2,10.0,16.0,truck,70,45.924326978214,38.0,19,0
874,30,3,13.0,16.0,truck,70,14.675182802980284,12.0,19,0
874,30,4,8.0,17.0,sedan,24,39.58220671836196,17.0,19,0
874,30,5,3.0,16.0,truck,70,32.82198593118771,27.0,8,0
874,30,6,8.0,18.0,sedan,24,55.48313892954466,24.0,19,0
874,30,7,4.0,16.0,suv,54,24.131543349751624,14.0,19,0
874,30,8,9.0,17.0,sedan,24,35.284874837335586,15.0,19,0
874,30,9,7.0,16.0,truck,70,39.02517583939477,32.0,19,0
874,30,10,10.0,17.0,small,16,64.82718957102135,16,8,0
874,30,11,11.0,16.0,small,16,37.965666298292874,14.0,8,0
874,30,12,6.0,17.0,small,16,46.65037105878289,16,8,0
874,30,13,8.0,16.0,small,16,28.534713395675663,11.0,8,0
874,30,14,6.0,18.0,sedan,24,36.71446565290553,16.0,19,0
874,30,15,7.0,16.0,sedan,24,73.38387872723891,24,19,0
874,30,16,11.0,17.0,sedan,24,31.554856756407123,14.0,19,0
874,30,17,10.0,16.0,suv,54,43.24725364134207,25.0,8,0
874,30,18,12.0,16.0,small,16,31.955190768290393,12.0,8,0
874,30,19,9.0,16.0,truck,70,47.287214208846834,39.0,19,0
874,30,20,6.0,18.0,suv,54,21.335382179318067,12.0,19,0
874,30,21,9.0,17.0,truck,70,27.05844401675762,22.0,8,0
874,30,22,8.0,16.0,suv,54,42.045617293820115,24.0,8,0
874,30,23,10.0,16.0,sedan,24,30.141167397542162,13.0,19,0
874,30,24,9.0,16.0,sedan,24,29.674001001473005,13.0,19,0
874,30,25,8.0,16.0,small,16,12.865570998803964,5.0,8,0
874,30,26,9.0,16.0,truck,70,21.52306588596556,18.0,19,0
874,30,27,9.0,18.0,small,16,43.72571318764332,16,8,0
874,30,28,7.0,17.0,sedan,24,63.31111242795397,24,8,0
874,30,29,10.0,16.0,suv,54,44.876100606107315,26.0,19,0
874,30,30,8.0,17.0,small,16,10.781161857706664,4.0,8,0
875,30,1,13.0,16.0,sedan,24,34.19618786441483,15.0,19,0
875,30,2,13.0,17.0,sedan,24,66.91355182055884,24,8,0
875,30,3,8.0,16.0,suv,54,52.833239426564475,30.0,19,0
875,30,4,8.0,16.0,small,16,46.30582237830395,16,8,0
875,30,5,8.0,16.0,small,16,25.224071585904127,10.0,8,0
875,30,6,9.0,16.0,suv,54,22.716367279123254,13.0,8,0
875,30,7,9.0,16.0,truck,70,26.660578240424254,22.0,8,0
875,30,8,8.0,17.0,truck,70,67.68663410549335,55.0,19,0
875,30,9,11.0,17.0,truck,70,11.777722023607435,10.0,8,0
875,30,10,7.0,16.0,truck,70,47.38777132985314,39.0,8,0
875,30,11,11.0,17.0,small,16,37.941651697805334,14.0,8,0
875,30,12,7.0,17.0,truck,70,26.73437709435509,22.0,19,0
875,30,13,9.0,17.0,small,16,42.92779752357023,16,8,0
875,30,14,6.0,16.0,sedan,24,31.3133730481006,13.0,19,0
875,30,15,7.0,16.0,small,16,47.03828824059494,16,8,0
875,30,16,13.0,17.0,small,16,22.528225376148566,9.0,8,0
875,30,17,10.0,16.0,truck,70,29.747508015846464,24.0,8,0
875,30,18,12.0,17.0,sedan,24,44.06200629195865,19.0,19,0
875,30,19,8.0,17.0,truck,70,46.73209497693278,38.0,19,0
875,30,20,9.0,18.0,truck,70,63.07680575730096,52.0,19,0
875,30,21,6.0,16.0,sedan,24,51.2736854526996,22.0,19,0
875,30,22,4.0,16.0,small,16,43.90791870536947,16,8,0
875,30,23,9.0,16.0,small,16,31.982812566535873,12.0,8,0
875,30,24,9.0,16.0,small,16,36.20331397537238,14.0,8,0
875,30,25,8.0,17.0,suv,54,47.30750384054399,27.0,19,0
875,30,26,11.0,16.0,sedan,24,28.215061698949803,12.0,19,0
875,30,27,8.0,17.0,sedan,24,54.39985064838862,23.0,8,0
875,30,28,8.0,16.0,truck,70,43.57947464026283,36.0,19,0
875,30,29,15.0,17.0,small,16,34.94899422287111,13.0,8,0
875,30,30,4.0,16.0,small,16,39.69244507601511,15.0,8,0
876,30,1,8.0,17.0,sedan,24,39.98903424122259,17.0,19,0
876,30,2,10.0,16.0,truck,70,53.08929676648377,43.0,19,0
876,30,3,7.0,17.0,truck,70,58.889701366059285,48.0,19,0
876,30,4,8.0,17.0,small,16,50.97901095407009,16,8,0
876,30,5,9.0,17.0,truck,70,29.235306984059292,24.0,19,0
876,30,6,9.0,16.0,truck,70,31.56827071971459,26.0,19,0
876,30,7,8.0,16.0,suv,54,39.67545038360038,23.0,19,0
876,30,8,7.0,16.0,small,16,37.43467262975249,14.0,19,0
876,30,9,8.0,18.0,sedan,24,47.20700760892972,20.0,19,0
876,30,10,8.0,16.0,small,16,49.26534119582216,16,8,0
876,30,11,7.0,16.0,suv,54,41.747981633589035,24.0,8,0
876,30,12,7.0,17.0,small,16,30.13546849926557,11.0,8,0
876,30,13,7.0,16.0,truck,70,37.617613652677704,31.0,19,0
876,30,14,10.0,16.0,sedan,24,31.87806421721192,14.0,19,0
876,30,15,8.0,17.0,suv,54,55.83047015872454,32.0,19,0
876,30,16,9.0,16.0,truck,70,34.609501568330444,28.0,19,0
876,30,17,6.0,16.0,sedan,24,38.93940776173538,17.0,19,0
876,30,18,11.0,17.0,small,16,56.452110267500544,16,19,0
876,30,19,5.0,16.0,suv,54,13.75682214183993,8.0,19,0
876,30,20,7.0,16.0,small,16,16.87095696358326,6.0,8,0
876,30,21,5.0,16.0,sedan,24,32.24080963680439,14.0,19,0
876,30,22,2.0,16.0,sedan,24,49.50736363579907,21.0,19,0
876,30,23,7.0,16.0,suv,54,18.099525343688786,10.0,19,0
876,30,24,8.0,16.0,truck,70,30.199941814144374,25.0,19,0
876,30,25,8.0,16.0,sedan,24,35.38143949835868,15.0,19,0
876,30,26,7.0,17.0,sedan,24,36.04015262307621,15.0,19,0
876,30,27,9.0,16.0,suv,54,37.477219358992066,22.0,19,0
876,30,28,10.0,16.0,suv,54,59.04505116219061,34.0,19,0
876,30,29,9.0,17.0,suv,54,56.86408875206496,33.0,19,0
876,30,30,7.0,16.0,sedan,24,56.72064389547522,24,19,0
877,30,1,11.0,16.0,sedan,24,32.31806334888818,14.0,19,0
877,30,2,7.0,16.0,suv,54,29.90048980883663,17.0,19,0
877,30,3,8.0,16.0,small,16,36.45247104915856,14.0,8,0
877,30,4,9.0,16.0,small,16,31.32160477939705,12.0,8,0
877,30,5,11.0,16.0,suv,54,24.326059824051605,14.0,19,0
877,30,6,12.0,18.0,truck,70,36.03300057772907,29.0,19,0
877,30,7,11.0,16.0,sedan,24,52.93654871683541,23.0,8,0
877,30,8,7.0,16.0,truck,70,41.230467268394925,34.0,19,0
877,30,9,9.0,16.0,suv,54,39.76493148811345,23.0,19,0
877,30,10,8.0,17.0,small,16,53.208741439768914,16,8,0
877,30,11,7.0,16.0,sedan,24,36.05696529837004,15.0,19,0
877,30,12,4.0,16.0,sedan,24,20.22464360139544,9.0,19,0
877,30,13,6.0,16.0,suv,54,32.61369960602927,19.0,19,0
877,30,14,7.0,18.0,suv,54,26.276500932582056,15.0,19,0
877,30,15,6.0,17.0,suv,54,40.26204211194739,23.0,19,0
877,30,16,13.0,18.0,small,16,43.823108683485614,16,8,0
877,30,17,9.0,16.0,truck,70,55.4515730182381,45.0,19,0
877,30,18,8.0,16.0,small,16,45.328795481598455,16,8,0
877,30,19,8.0,17.0,suv,54,39.60674279432945,23.0,19,0
877,30,20,12.0,17.0,truck,70,54.46158036334,45.0,19,0
877,30,21,8.0,16.0,sedan,24,18.921847792066664,8.0,19,0
877,30,22,10.0,17.0,sedan,24,12.82720643038434,6.0,8,0
877,30,23,12.0,16.0,small,16,43.38532202154141,16,8,0
877,30,24,8.0,16.0,truck,70,32.238786985977704,26.0,19,0
877,30,25,9.0,18.0,truck,70,40.00570933594878,33.0,19,0
877,30,26,10.0,16.0,truck,70,44.446267965802974,36.0,19,0
877,30,27,11.0,16.0,suv,54,42.84980371517294,25.0,19,0
877,30,28,10.0,17.0,truck,70,36.33411097951011,30.0,19,0
877,30,29,4.0,16.0,truck,70,26.33168644348506,22.0,19,0
877,30,30,7.0,16.0,small,16,45.38057707589538,16,8,0
878,30,1,7.0,16.0,small,16,61.12971832636354,16,8,0
878,30,2,7.0,17.0,sedan,24,54.41907521100187,23.0,19,0
878,30,3,6.0,16.0,suv,54,24.424154884760288,14.0,19,0
878,30,4,5.0,17.0,small,16,52.79997780330939,16,19,0
878,30,5,10.0,17.0,suv,54,44.655680661477916,26.0,19,0
878,30,6,12.0,16.0,suv,54,62.04613591414014,36.0,19,0
878,30,7,9.0,16.0,sedan,24,36.07461186574773,15.0,19,0
878,30,8,9.0,17.0,suv,54,55.68126869074415,32.0,19,0
878,30,9,10.0,17.0,sedan,24,47.27835214167824,20.0,8,0
878,30,10,8.0,16.0,sedan,24,68.8808567426922,24,19,0
878,30,11,8.0,17.0,small,16,43.920556587306095,16,8,0
878,30,12,5.0,16.0,suv,54,25.637914652301433,15.0,19,0
878,30,13,7.0,17.0,truck,70,31.805369334431575,26.0,19,0
878,30,14,6.0,17.0,truck,70,41.79394240086411,34.0,19,0
878,30,15,13.0,16.0,truck,70,37.51423435248368,31.0,19,0
