,Minute_of_day,reference,February,Active_Occupancy,Bulbs1_12.0W,Bulbs2_9.0W,Bulbs3_50.0W,Bulbs4_100.0W,Bulbs5_60.0W,Bulbs6_12.0W,Bulbs7_9.0W,Bulbs8_75.0W,Bulbs9_35.0W,Bulbs10_100.0W,Bulbs11_35.0W,Bulbs12_60.0W,Bulbs13_28.0W,Bulbs14_35.0W,Bulbs15_100.0W,Bulbs16_60.0W,Bulbs17_60.0W,Total_lighting,CHEST_FREEZER,FRIDGE,ANSWER_MACHINE,CLOCK,HIFI,VACUUM,TV1,TV2,VCR_DVD,HOB,OVEN,KETTLE,SMALL_COOKING,DISH_WASHER,TUMBLE_DRYER,WASHING_MACHINE,WASHER_DRYER,DESWH,E_INST,STORAGE_HEATER,ELEC_SPACE_HEATING
269,270,04:29:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,199.17380246325922,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
270,271,04:30:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
271,272,04:31:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
272,273,04:32:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
273,274,04:33:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
274,275,04:34:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
275,276,04:35:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
276,277,04:36:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
277,278,04:37:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
278,279,04:38:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
279,280,04:39:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
280,281,04:40:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
281,282,04:41:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
282,283,04:42:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
283,284,04:43:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
284,285,04:44:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
285,286,04:45:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
286,287,04:46:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
287,288,04:47:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
288,289,04:48:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
289,290,04:49:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
290,291,04:50:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
291,292,04:51:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
292,293,04:52:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
293,294,04:53:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
294,295,04:54:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
295,296,04:55:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
296,297,04:56:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
297,298,04:57:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
298,299,04:58:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
299,300,04:59:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
300,301,05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
301,302,05:01:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
302,303,05:02:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
303,304,05:03:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
304,305,05:04:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
305,306,05:05:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
306,307,05:06:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
307,308,05:07:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
308,309,05:08:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
309,310,05:09:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
310,311,05:10:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
311,312,05:11:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
312,313,05:12:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
313,314,05:13:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
314,315,05:14:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
315,316,05:15:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
316,317,05:16:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
317,318,05:17:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
318,319,05:18:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
319,320,05:19:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
320,321,05:20:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
321,322,05:21:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
322,323,05:22:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
323,324,05:23:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
324,325,05:24:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
325,326,05:25:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
326,327,05:26:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
327,328,05:27:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
328,329,05:28:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
329,330,05:29:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
330,331,05:30:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
331,332,05:31:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
332,333,05:32:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
333,334,05:33:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
334,335,05:34:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
335,336,05:35:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
336,337,05:36:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
337,338,05:37:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
338,339,05:38:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
339,340,05:39:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
340,341,05:40:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
341,342,05:41:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
342,343,05:42:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
343,344,05:43:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
344,345,05:44:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
345,346,05:45:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
346,347,05:46:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
347,348,05:47:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
348,349,05:48:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
349,350,05:49:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
350,351,05:50:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
351,352,05:51:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
352,353,05:52:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
353,354,05:53:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
354,355,05:54:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
355,356,05:55:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
356,357,05:56:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
357,358,05:57:00,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,0,3.0,3.0,2.0,1.0,3,1.0,2,0.0,1,1,1,0.0,0.0,10222.513137154685,0.0
